Page,Date,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
www.usfca.edu/arts-sciences/undergraduate-programs,20171017,161,115,39.23,15,13.33%,9.32%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171016,196,134,30.89,14,42.86%,14.80%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171015,140,105,38.55,7,28.57%,10.71%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171014,102,76,24.55,9,22.22%,10.78%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171013,150,92,43.83,7,14.29%,7.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171012,162,110,44.78,5,20.00%,6.17%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171011,190,137,35.81,16,37.50%,15.79%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171010,209,142,37.27,14,14.29%,11.96%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171009,170,132,54.63,16,31.25%,15.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171008,166,105,59.93,13,46.15%,15.66%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171007,90,69,31.42,6,33.33%,13.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171006,98,81,61.56,6,16.67%,14.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171005,167,122,43.60,16,37.50%,15.57%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171004,163,116,40.62,18,38.89%,12.27%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171003,203,134,39.77,9,33.33%,9.36%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171002,169,119,33.57,13,7.69%,12.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20171001,152,103,29.66,10,10.00%,15.13%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170930,104,76,39.72,6,16.67%,11.54%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170929,174,112,37.66,20,50.00%,14.94%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170928,208,143,40.55,18,50.00%,10.10%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170927,199,141,60.20,14,28.57%,16.58%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170926,180,128,33.12,15,33.33%,14.44%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170925,195,135,40.80,19,21.05%,12.82%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170924,142,101,34.67,9,22.22%,10.56%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170923,99,75,31.91,6,50.00%,18.18%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170922,109,84,33.78,10,40.00%,16.51%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170921,172,114,28.12,12,33.33%,12.79%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170920,221,152,43.55,20,30.00%,14.93%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170919,183,116,41.62,13,30.77%,9.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170918,215,148,45.41,14,21.43%,9.30%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170917,144,96,28.33,10,20.00%,11.81%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170916,94,72,45.77,5,40.00%,17.02%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170915,124,87,53.84,5,0.00%,16.13%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170914,128,89,53.36,13,23.08%,7.81%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170913,196,130,56.95,11,36.36%,13.78%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170912,206,129,33.25,15,13.33%,11.65%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170911,137,97,71.67,11,27.27%,15.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170910,110,89,29.52,7,57.14%,19.09%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170909,93,73,22.98,9,11.11%,13.98%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170908,113,76,61.15,12,16.67%,10.62%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170907,159,100,37.69,8,12.50%,13.21%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170906,160,117,25.67,14,42.86%,15.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170905,169,102,46.42,12,33.33%,7.69%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170904,127,93,66.68,7,28.57%,14.96%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170903,91,71,75.48,3,0.00%,10.99%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170902,93,53,50.06,2,0.00%,7.53%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170901,134,82,45.82,7,14.29%,11.19%,1.22
www.usfca.edu/arts-sciences/undergraduate-programs,20170831,152,91,25.28,4,0.00%,8.55%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170830,192,139,32.13,10,50.00%,12.50%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170829,206,125,32.14,11,0.00%,5.83%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170828,147,101,60.12,8,25.00%,14.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170827,113,80,40.91,6,16.67%,12.39%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170826,96,63,45.35,5,40.00%,10.42%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170825,145,91,59.49,6,50.00%,11.72%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170824,139,96,44.34,3,0.00%,5.76%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170823,204,130,39.31,7,42.86%,8.82%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170822,188,131,36.86,11,36.36%,9.57%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170821,167,103,50.02,10,30.00%,11.98%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170820,100,75,74.98,5,20.00%,14.00%,1.33
www.usfca.edu/arts-sciences/undergraduate-programs,20170819,67,55,75.54,4,50.00%,25.37%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170818,112,79,37.73,8,25.00%,10.71%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170817,131,93,52.52,7,57.14%,16.79%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170816,146,104,37.36,10,30.00%,9.59%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170815,131,102,55.39,18,33.33%,15.27%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170814,132,92,64.08,4,50.00%,10.61%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170813,89,66,29.03,3,0.00%,10.11%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170812,69,41,66.38,2,50.00%,11.59%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170811,97,73,26.33,5,60.00%,16.49%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170810,143,93,39.66,10,30.00%,11.89%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170809,136,91,27.47,11,36.36%,11.03%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170808,136,96,44.30,8,25.00%,12.50%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170807,137,85,30.85,8,37.50%,10.22%,1.18
www.usfca.edu/arts-sciences/undergraduate-programs,20170806,54,45,64.13,5,20.00%,12.96%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170805,62,44,39.52,4,0.00%,9.68%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170804,83,59,33.56,3,66.67%,15.66%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170803,118,84,40.69,4,50.00%,10.17%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170802,102,77,59.29,10,30.00%,12.75%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170801,122,98,48.91,18,16.67%,15.57%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170731,129,79,81.23,7,42.86%,14.73%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170730,87,65,43.39,6,60.00%,11.49%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170729,70,44,17.57,3,33.33%,10.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170728,69,52,54.13,8,75.00%,18.84%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170727,75,54,77.79,9,50.00%,9.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170726,109,77,50.07,9,33.33%,9.17%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170725,122,91,34.48,9,33.33%,9.02%,1.10
www.usfca.edu/arts-sciences/undergraduate-programs,20170724,160,96,46.62,9,55.56%,11.25%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170723,69,46,22.34,4,25.00%,14.49%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170722,78,57,66.88,9,55.56%,23.08%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170721,66,53,49.27,5,60.00%,16.67%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170720,127,95,35.17,11,36.36%,14.96%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170719,136,86,34.74,2,0.00%,5.88%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170718,122,85,35.94,6,66.67%,11.48%,1.18
www.usfca.edu/arts-sciences/undergraduate-programs,20170717,123,82,52.09,10,40.00%,11.38%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170716,68,45,40.52,3,33.33%,14.71%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170715,73,53,75.90,5,60.00%,16.44%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170714,110,60,39.99,6,33.33%,7.27%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170713,143,80,47.36,7,28.57%,15.38%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170712,101,75,54.71,8,87.50%,15.84%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170711,147,97,40.89,3,33.33%,9.52%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170710,137,99,40.81,9,11.11%,13.87%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170709,83,58,58.31,4,25.00%,15.66%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170708,56,44,40.33,3,33.33%,14.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170707,86,68,53.84,4,0.00%,10.47%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170706,117,86,46.51,7,42.86%,17.95%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170705,124,72,84.25,5,40.00%,12.90%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170704,58,44,43.91,2,0.00%,6.90%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170703,80,58,44.04,4,25.00%,16.25%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170702,54,43,74.58,3,33.33%,3.70%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170701,67,42,41.44,0,0.00%,5.97%,2.38
www.usfca.edu/arts-sciences/undergraduate-programs,20170630,88,62,78.92,5,0.00%,10.23%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170629,105,67,39.38,7,14.29%,11.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170628,141,81,41.70,6,16.67%,9.22%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170627,122,88,29.92,15,26.67%,19.67%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170626,111,76,52.57,7,14.29%,12.61%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170625,71,53,34.72,1,0.00%,18.31%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170624,70,50,19.55,1,0.00%,14.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170623,107,71,61.59,8,50.00%,9.35%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170622,126,92,55.62,14,50.00%,14.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170621,104,74,23.98,5,20.00%,16.35%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170620,130,81,38.87,4,25.00%,8.46%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170619,141,93,53.53,10,20.00%,13.48%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170618,69,46,61.54,4,50.00%,17.39%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170617,56,38,29.96,0,0.00%,12.50%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170616,94,63,33.39,4,25.00%,9.57%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170615,83,61,41.05,4,25.00%,12.05%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170614,112,76,29.32,7,28.57%,15.18%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170613,137,88,31.65,12,25.00%,10.95%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170612,118,91,40.00,5,50.00%,16.95%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170611,80,62,35.29,3,0.00%,12.50%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170610,64,45,36.75,6,83.33%,20.31%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170609,108,68,30.34,5,60.00%,11.11%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170608,120,88,62.72,6,16.67%,15.83%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170607,119,86,62.42,4,50.00%,12.61%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170606,131,88,35.84,6,50.00%,11.45%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170605,179,121,35.29,10,40.00%,11.73%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170604,115,73,51.37,0,0.00%,15.65%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170603,61,44,31.19,1,0.00%,11.48%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170602,80,54,62.62,3,0.00%,15.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170601,135,80,31.34,10,20.00%,11.11%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170531,128,99,51.65,9,66.67%,16.41%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170530,128,91,47.70,7,42.86%,12.50%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170529,63,45,49.54,2,0.00%,11.11%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170528,71,54,31.23,6,16.67%,9.86%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170527,62,44,40.61,1,100.00%,9.68%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170526,101,67,49.97,6,16.67%,12.87%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170525,101,77,69.62,5,40.00%,13.86%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170524,125,79,40.16,3,0.00%,9.60%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170523,94,67,38.18,7,0.00%,11.70%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170522,119,79,42.03,5,40.00%,8.40%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170521,77,54,56.65,3,100.00%,11.69%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170520,79,55,55.65,3,0.00%,8.86%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170519,69,55,34.19,6,50.00%,17.39%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170518,131,93,59.17,12,66.67%,18.32%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170517,121,88,24.38,10,50.00%,12.40%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170516,144,107,41.25,7,57.14%,15.97%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170515,136,95,49.89,13,30.77%,13.24%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170514,82,62,70.50,7,71.43%,24.39%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170513,67,41,57.48,2,50.00%,13.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170512,119,70,60.87,4,50.00%,10.92%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170511,137,88,44.58,7,28.57%,9.49%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170510,119,98,50.03,11,27.27%,10.92%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170509,113,83,52.16,7,28.57%,9.73%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170508,138,91,57.83,3,33.33%,13.04%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170507,85,58,42.71,3,33.33%,14.12%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170506,54,44,27.29,0,0.00%,16.67%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170505,82,60,46.59,2,50.00%,9.76%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170504,136,92,30.89,6,83.33%,16.18%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170503,134,98,46.41,8,25.00%,11.94%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170502,163,107,28.49,6,66.67%,9.20%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170501,148,99,44.98,5,60.00%,7.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170430,148,86,47.28,11,36.36%,16.89%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170429,110,72,44.29,1,0.00%,5.45%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170428,138,79,68.09,6,66.67%,14.49%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170427,154,102,44.59,10,20.00%,11.69%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170426,172,94,46.71,0,0.00%,6.98%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170425,151,105,48.65,2,50.00%,7.95%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170424,158,109,51.55,9,22.22%,12.03%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170423,146,99,44.93,11,36.36%,16.44%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170422,79,60,26.47,4,50.00%,11.39%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170421,115,86,46.37,8,50.00%,20.87%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170420,160,103,45.24,7,42.86%,10.63%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170419,163,116,34.94,8,50.00%,11.66%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170418,222,117,46.16,9,55.56%,9.01%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170417,155,123,66.83,11,27.27%,11.61%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170416,69,49,36.98,5,60.00%,15.94%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170415,79,50,46.17,5,20.00%,8.86%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170414,80,54,64.49,2,0.00%,8.75%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170413,150,104,43.16,9,33.33%,11.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170412,152,101,33.27,3,0.00%,10.53%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170411,183,113,44.28,13,23.08%,15.30%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170410,166,124,30.41,7,42.86%,12.65%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170409,117,88,54.05,1,100.00%,11.97%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170408,111,82,36.98,4,50.00%,14.41%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170407,147,106,48.69,10,50.00%,16.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170406,155,113,41.99,3,0.00%,11.61%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170405,157,118,55.68,10,20.00%,15.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170404,158,118,62.11,4,50.00%,10.13%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170403,145,111,57.45,5,60.00%,17.93%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170402,94,69,61.39,11,27.27%,12.77%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170401,103,64,36.16,5,20.00%,8.74%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170331,130,89,47.50,9,55.56%,9.23%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170330,182,110,52.72,3,33.33%,10.44%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170329,168,123,42.50,4,25.00%,8.93%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170328,197,133,65.57,9,44.44%,10.66%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170327,174,118,42.93,8,62.50%,11.49%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170326,150,109,60.69,7,57.14%,16.67%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170325,89,67,25.11,9,55.56%,14.61%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170324,131,90,56.06,7,42.86%,17.56%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170323,182,137,41.20,8,50.00%,10.99%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170322,140,104,50.59,0,0.00%,10.71%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170321,236,159,43.17,15,33.33%,7.63%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170320,171,118,32.01,7,42.86%,9.94%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170319,120,82,45.00,4,25.00%,12.50%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170318,102,73,85.49,2,50.00%,13.73%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170317,94,71,53.48,7,85.71%,28.72%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170316,138,101,41.14,13,53.85%,18.84%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170315,167,118,46.82,12,16.67%,13.17%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs,20170314,206,136,52.06,12,58.33%,9.71%,0.00
