Page,Date,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170710,33,22,60.42,6,33.33%,21.21%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170709,20,19,141.31,2,50.00%,20.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170708,15,14,98.78,5,80.00%,40.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170707,22,21,114.25,8,62.50%,27.27%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170706,32,25,34.42,7,28.57%,18.75%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170705,28,23,66.28,6,66.67%,35.71%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170704,21,14,167.89,3,66.67%,14.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170703,13,13,54.86,3,100.00%,46.15%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170702,14,10,98.73,1,100.00%,21.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170701,6,6,57.00,3,100.00%,83.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170630,25,18,151.94,6,50.00%,32.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170629,21,18,123.14,5,80.00%,33.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170628,26,17,53.15,2,0.00%,0.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170627,40,23,104.59,2,0.00%,15.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170626,21,20,47.82,3,100.00%,47.62%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170625,24,20,89.16,2,100.00%,20.83%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170624,17,11,49.75,2,100.00%,29.41%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170623,15,12,79.83,9,33.33%,20.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170622,28,23,55.44,4,50.00%,35.71%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170621,22,21,107.18,4,25.00%,22.73%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170620,26,22,35.44,7,50.00%,30.77%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170619,19,17,86.24,3,33.33%,10.53%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170618,11,11,206.33,2,0.00%,18.18%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170617,13,11,56.33,2,50.00%,7.69%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170616,9,8,77.86,3,66.67%,22.22%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170615,21,18,36.56,4,25.00%,23.81%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170614,22,17,87.94,2,0.00%,22.73%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170613,20,19,66.54,3,66.67%,35.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170612,32,22,116.26,2,50.00%,15.63%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170611,22,18,37.38,3,100.00%,27.27%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170610,14,8,27.73,1,100.00%,21.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170609,21,17,105.44,4,75.00%,14.29%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170608,15,13,116.17,1,0.00%,20.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170607,20,16,200.33,1,100.00%,25.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170606,19,14,120.50,3,33.33%,15.79%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170605,32,24,56.29,8,12.50%,12.50%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170604,19,17,37.25,6,33.33%,36.84%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170603,10,8,112.63,0,0.00%,20.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170602,17,14,25.79,3,33.33%,17.65%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170601,21,18,32.06,3,33.33%,19.05%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170531,23,19,48.52,2,50.00%,8.70%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170530,29,17,65.86,4,25.00%,3.45%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170529,14,11,106.00,2,0.00%,21.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170528,14,9,30.36,2,50.00%,21.43%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170527,8,7,46.75,3,66.67%,50.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170526,32,27,78.30,8,12.50%,6.25%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170525,23,19,78.59,5,60.00%,26.09%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170524,22,16,57.45,3,0.00%,9.09%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170523,21,20,36.33,2,50.00%,28.57%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170522,27,25,32.55,9,55.56%,25.93%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170521,17,14,30.70,2,100.00%,41.18%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170520,25,18,32.00,4,50.00%,28.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170519,13,12,32.29,2,100.00%,46.15%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170518,18,18,44.94,0,0.00%,11.11%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170517,10,9,18.43,2,100.00%,30.00%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170516,28,24,140.55,5,40.00%,28.57%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170515,28,19,117.55,5,80.00%,28.57%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170514,18,16,54.80,2,100.00%,44.44%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170513,15,14,66.71,0,0.00%,6.67%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170512,12,12,81.63,2,50.00%,33.33%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170511,24,21,75.70,4,25.00%,16.67%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170510,18,14,59.60,2,100.00%,16.67%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170509,24,20,33.76,7,71.43%,29.17%,0.00
www.usfca.edu/arts-sciences/undergraduate-programs/dual-degree-teacher-preparation,20170508,27,22,62.35,4,50.00%,14.81%,0.00
